Date,Title,Lehrstuhl,Description,Link
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Hermann-Gutmann Preis 2020 für besondere wissenschaftliche Leistungen an der FAU Erlangen-Nürnberg
Dr. Dinah Heidinger, Leiterin der Abteilung IT Delivery (IT Controlling und Projektportfoliomanagement) bei der ERGO Direkt AG und ehemalige wissenschaftliche Mitarbeiterin am Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert), wurde mit dem Promotionspreis 2020 der Hermann-Gutmann-Stiftung für besondere wissenschaftliche Leistungen ausgezeichnet. Die Forschungsarbeit „An Empirical Analysis of Market Reactions to the First Solvency and Financial Condition Reports (SFCR) in the European Insurance Industry“ von Prof. Dr. Nadine Gatzert und Dr. Dinah Heidinger wurde im Jahr 2020 in der internationalen Fachzeitschrift Journal of Risk and Insurance auf exzellentem Niveau („A-Journal“) veröffentlicht. Wir gratulieren herzlich zu dieser Auszeichung!",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Dr. Christian Eckert nimmt Ruf auf die W2-Professur für Versicherungs- und IT-Management an der Hochschule Coburg an
Dr. Christian Eckert, ehemaliger Doktorand und derzeit als Habilitand am Lehrstuhl für Versicherungswirtschaft und Risikomanagement an der FAU sowie Venture Capital Manager bei der NÜRNBERGER Versicherung tätig, hat zum 1.2.2021 den Ruf auf die W2-Professur für Versicherungs- und IT-Management an der Hochschule Coburg angenommen. Wir gratulieren sehr herzlich und freuen uns auf die Zusammenarbeit!",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Fachbereich WiSo der FAU Erlangen-Nürnberg top platziert in den „Global Research Rankings of Actuarial Science and Risk Management & Insurance”
In allen drei “Global Research Rankings of Actuarial Science and Risk Management & Insurance” 2020 der University of Nebraska at Lincoln ist der Fachbereich Wirtschafts- und Sozialwissenschaften der FAU Erlangen-Nürnberg top platziert, darunter sogar zweimal als beste deutsche Universität von insgesamt 50 Einrichtungen weltweit. Das Ranking berücksichtigt Publikationen im JRI, IME, NAAJ, SAJ und ASTIN von 2015 bis 2019.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Wir sind dabei! Lange Nacht der Wissenschaften am Samstag, 19.10.2019 ab 18 Uhr in Nürnberg, FAU Findelgasse 7-9, 1. OG
Forum V, der Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Nadine Gatzert) sowie der Lehrstuhl für BWL, insb. Versicherungsmarketing, (Prof. Dr. Martina Steul-Fischer) bieten auch in diesem Jahr wieder in Kooperation mit ERGO als maßgeblichem Organisator einen interaktiven und informativen Versicherungsparcours zu spannenden, zukunftsorientierten Themen – Gestalten Sie Ihre Welt und wagen einen visionären Blick in die Zukunft: Wie gestalten wir Alltag und Freizeit in den nächsten Jahren und Jahrzehnten? Leben wir gesünder und länger? Arbeiten und interagieren wir anders? Und wird Fortschritt uns unterstützen, unser Leben vereinfachen und uns beflügeln? Werfen Sie einen Blick in unsere Zukunft und nehmen Sie an einem Experiment aus der aktuellen Forschung teil. Erfahren Sie mehr zu diesem aktuellen und spannenden Thema und besuchen Sie uns! Wir freuen uns auf Sie!
",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"PD Dr. Alexander Bohnert im Board of Governors der Asia-Pacific Risk and Insurance Association
Im Rahmen der APRIA 2019 Annual Conference in Seoul wurde PD Dr. Alexander Bohnert für eine Amtszeit von drei Jahren in das Board of Governors der Asia-Pacific Risk and Insurance Association (APRIA) gewählt und wird von 2019 bis 2022 in dem internationalen Gremium tätig sein. Die APRIA ist eine weltweit führende akademische Vereinigung im Bereich Risk and Insurance. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Deutschlandstipendium Versicherungswirtschaft/Versicherungsmarketing
Auch in diesem Jahr schreibt die FAU wieder Deutschlandstipendien von je 3.600 Euro für Studierende mit den Vertiefungsrichtungen Versicherungswirtschaft oder Versicherungsmarketing aus. Weitere Informationen finden Sie hier.
",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"PD Dr. Alexander Bohnert ist Vice-Chair des AFIR-ERM Section Boards der International Actuarial Association
Im Rahmen des internationalen AFIR-ERM Colloquiums 2019 in Florenz wurde PD Dr. Alexander Bohnert zum Vice-Chair des AFIR-ERM (Financial Risks and Enterprise Risk Management) Section Boards der International Actuarial Association (IAA) gewählt. Weitere Informationen finden Sie hier.
",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Ankündigung: InsureMe – Insurance Meeting Nordbayern 2019Neuer Name, neues Konzept: Wir verabschieden nach 12 Jahren den „Nordbayerischen Versicherungstag“ und freuen uns auf das erste „InsureMe – Insurance Meeting Nordbayern“ mit dem Dachthema „Megatrend Individualisierung“. Die Veranstaltung findet unter der Moderation von Frau Prof. Dr. Nadine Gatzert am 11. April 2019 von 13.00 Uhr bis 19.00 Uhr im Germanischen Nationalmuseum Nürnberg statt. Das neue Konzept kombiniert klassische Impulsvorträge der Bereiche Zukunftsforschung Medizin, Mobilität und Vertrieb mit einem Innovation Talk, bei dem Sie frische Ideen verschiedener Startup-Unternehmen aus einem unverklärten Blickwinkel kennenlernen werden. Freuen Sie sich auf spannende Vorträge hochkarätiger Referenten wie Dr. Ulrich Maly (Oberbürgermeister der Stadt Nürnberg), Prof. Dr. Erich Reinhardt (Medical Valley EMN e.V.), Dr. Christina Ellringmann (Bain & Company Germany) und Dr. Alexander Hombach (ERGO Direkt Versicherung) und nutzen Sie die Möglichkeit, sich zu diesem Zukunftsthema mit Persönlichkeiten aus Wissenschaft, Wirtschaft und Politik auszutauschen.Zur Anmeldung gelangen Sie unter dem folgenden LINK. Weitere Informationen finden Sie auf der Homepage des BWV.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Fachbereich Wirtschafts- und Sozialwissenschaften im Ranking der WirtschaftsWoche
Welche Betriebswirtschaftler im deutschsprachigen Raum forschen besonders gut? Ein exklusives Ökonomen-Ranking der WirtschaftsWoche liefert Antworten – und zeigt zugleich den inhaltlichen und methodischen Wandel des Faches BWL. Mit Prof. Dr. Nadine Gatzert, Lehrstuhl für Versicherungswirtschaft und Risikomanagement und Prof. Dr. Sven Laumer, Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft gehören zwei der Top-10 Forscher unter 40 Jahren in Deutschland, Österreich und Schweiz zum Fachbereich Wirtschafts- und Sozialwissenschaften. Prof. Gatzert belegt dabei Platz 5. Prof. Dr. Alexander Brem, Lehrstuhl für Technologiemanagement zählt ebenfalls zu den forschungsstärksten Betriebswirten unter 40 Jahren. Im Autorenranking, das Publikationen aus den Jahren 2014-2018 erfasst, ist der Fachbereich mit Prof. Gatzert, Prof. Brem, Prof. Laumer (jeweils TOP 5%) und Prof. Dr. Dirk Holtbrügge, Lehrstuhl für Betriebswirtschaftslehre, insbesondere Internationales Management (TOP 10%) vertreten. Beim Lifetime-Ranking platzierten sich Prof. Gatzert, Prof. Laumer und Prof. Holtbrügge ebenfalls unter den TOP 5%. Die Friedrich-Alexander-Universität Erlangen-Nürnberg nimmt im Universitätsranking den 19. Platz ein. Unter den deutschen Universitäten bedeutet dies den 12. Platz. Das gesamte Ranking finden Sie auf der Website der WirtschaftsWoche.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Workshop „Wie praktisch?! Produktentwicklung rund um das ‚vernetzte Fahrzeug‘ aktiv mitgestalten“ der HUK Coburg am 09.11.2018
Im Rahmen der Wie praktisch?!-Veranstaltungsreihe des Career Service des Fachbereichs Wirtschaftswissenschaften bietet die HUK Coburg den Workshop  „Wie praktisch?! Produktentwicklung rund um das ‚vernetzte Fahrzeug‘ aktiv mitgestalten“ an. Er findet am 09.11.2018 von 10-16 Uhr statt, die Anmeldung erfolgt über StudOn. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Brown Bag Talk mit der Allianz AG am 06.11.2018
Im Rahmen des Brown Bag Talks „Was macht eigentlich ein/e … VertreterbereichsleiterIn in einem Versicherungsunternehmen?“ am 06.11.2018, 11:30-13:00 Uhr, stellen Stefan Walter und Dr. Tim Faber von der Allianz Beratungs- und Vertriebs AG den Beruf einer Vertriebsführungskraft bei der Allianz vor. Die Anmeldung erfolgt über StudOn. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Promotionspreis der Hermann-Gutmann-Stiftung
Dr. Johanna Eckert, ehemalige wissenschaftliche Mitarbeiterin am Lehrstuhl für Versicherungswirtschaft und Risikomanagement, wurde im Rahmen der Promotionsfeier am Fachbereich Wirtschaftswissenschaften im Juli 2018 mit dem Promotionspreis der Hermann-Gutmann-Stiftung 2018 ausgezeichnet. Der Preis ist mit 2.500 Euro dotiert und wird vergeben für die besten Dissertationen am Fachbereich Wirtschaftswissenschaften. Die Dissertation von Frau Dr. Eckert wurde von Frau Prof. Gatzert betreut und beschäftigt sich mit dem Thema „Asset Liability Management in Insurance Companies“.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Outstanding Paper Award 2018 für Forschungsarbeit von Prof. Gatzert und Dr. Kosub
Die Forschungsarbeit „Determinants of policy risks of renewable energy investments“ von Prof. Dr. Nadine Gatzert und Dr. Thomas Kosub, die 2017 im International Journal of Energy Sector Management erschienen ist, wurde vom Editorial Board als bestes veröffentlichtes Paper im IJESM im Jahr 2017 zum Outstanding Paper Award Winner 2018 gewählt und im Rahmen der Literati Network Awards for Excellence ausgezeichnet. Das Projekt wurde durch den Deutschen Verein für Versicherungswissenschaft (DVfVW-Projektförderung „Infrastructure and Renewable Energy Investments from the Insurance Industry’s Perspective“) gefördert sowie im Rahmen der Emerging Fields Initiative der FAU (EFI-Projekt “Sustainable Business Models in Energy Markets”) unterstützt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Stipendium für forschungsorientiertes Praktikum bei der European Bank for Reconstruction and Development (EBRD) in London für Master FACT und MSE
Studierende in den Mastern FACT und MSE haben die Möglichkeit, ein mehrmonatiges forschungsorientiertes Praktikum bei der European Bank for Reconstruction and Development (EBRD) in London zu absolvieren. Wünschenswert sind Spezialisierungen in den Bereichen Finance & Insurance und/oder Makroökonomik. Die Staedtler-Stiftung fördert das Praktikum durch ein Teilstipendium. Mit dem Stipendium wird die Bearbeitung eines wissenschaftlichen Projektes verknüpft, dessen Ergebnisse im Rahmen eines Seminars präsentiert werden müssen. Dafür werden 5 ECTS vergeben. Interessenten können sich bis zum 30. Juni 2018 bewerben. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Shin Research Excellence Award 2018
Die Geneva Association (International Association for the Study of Insurance Economics) und die International Insurance Society (IIS) vergeben den „2018 Shin Research Excellence Award“ an Dr. Alexander Bohnert und Dr. Dr. Albrecht Fritzsche, beide Friedrich-Alexander-Universität (FAU) Erlangen-Nürnberg, sowie an Prof. Dr. Shirley Gregor von der Australian National University (ANU) in Canberra. Der Preis für die gemeinsame Forschungsarbeit „Digital Agendas in the Insurance Industry: The Importance of Comprehensive Approaches“ wird bei der Jahrestagung der IIS 2018 in Berlin vergeben. Mit dieser Auszeichnung, die zudem mit einem Preisgeld von 5.000 USD dotiert ist, werden besonders herausragende Forschungsleistungen in den Versicherungswissenschaften ausgezeichnet, die gleichzeitig von besonderer Relevanz für die Praxis sind. Weitere Informationen dazu finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Stellenausschreibung: Studentische Hilfskraft/Hilfskraft mit Bachelorabschluss
Am Lehrstuhl für Versicherungswirtschaft und Risikomanagement ist eine Stelle als Studentische Hilfskraft/Hilfskraft mit Bachelorabschluss zu besetzen. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Strategy Workshop der EY Innovalue Management Advisors GmbH am 07.05.2018
Am Mittwoch, den 07.05.2018 findet um 14:00 Uhr ein Workshop der EY Innovalue Management Advisors GmbH zum Thema „Gesucht: Start-up Könige für die Strategieberatung“ statt. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Promotionspreis der Hermann-Gutmann-Stiftung
Dr. Nikolai Vogl, ehemaliger wissenschaftlicher Mitarbeiter am Lehrstuhl für Versicherungswirtschaft und Risikomanagement, wurde im Rahmen der Promotionsfeier am Fachbereich Wirtschaftswissenschaften im Dezember 2017 mit dem Promotionspreis der Hermann-Gutmann-Stiftung 2017 ausgezeichnet. Der Preis ist mit 2.500 Euro dotiert und wird vergeben für die besten Dissertationen am Fachbereich Wirtschaftswissenschaften. Die Dissertation von Herrn Dr. Vogl beschäftigt sich mit dem Thema „Essays on Pricing Index-Linked Catastrophe Loss Instruments and Evaluating Investments in Renewable Energy“.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Praxisvortrag der AAA Auctor Actor Advisor GmbH am 18.01.2018
Am Donnerstag, den 18.01.2018 findet um 17:30 Uhr im Raum LG 2.429 ein Praxisvortrag der der AAA Auctor Actor Advisor GmbH zum Thema „In-Force Management in der Lebensversicherung“ statt. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement," Staatsmedaille für besondere Verdienste um die bayerische Wirtschaft an Prof. Dr. Gatzert verliehen
Prof. Dr. Nadine Gatzert, Inhaberin des Lehrstuhls für Versicherungswirtschaft und Risikomanagement am Fachbereich Wirtschaftswissenschaften der FAU, ist mit der Staatsmedaille für besondere Verdienste um die bayerische Wirtschaft ausgezeichnet worden. Ilse Aigner, Bayerische Staatsministerin für Wirtschaft und Medien, Energie und Technologie, überreichte die Medaille im Ludwig-Erhard-Festsaal des Bayerischen Wirtschaftsministeriums in München. In ihrer Laudatio hob die Staatsministerin neben Professor Gatzerts herausragenden wissenschaftlichen Leistungen und ihrem erheblichen ehrenamtlichen Engagement in zahlreichen Beiräten der Wissenschaft, Wirtschaft und Politik insbesondere ihren großen Einsatz als Vorstandsvorsitzende von Forum V seit 2010 hervor. Das Forum V ist das nordbayerische Institut für Versicherungswissenschaft und -wirtschaft an der FAU. Gemeinsam mit Kolleginnen und Kollegen habe Gatzert das Forum V zu einer mittlerweile weithin bekannten Prädikatsmarke in der Versicherungswirtschaft gemacht. Als Kompetenzzentrum für Versicherungen sei es Mittelpunkt eines starken und einzigartigen Netzwerks aus Wissenschaft, Wirtschaft und Politik. Dadurch habe das Netzwerk in wesentlichem Maße zur Entwicklung starker Versicherungsstandorte in Bayern beigetragen. „Diese Auszeichnung motiviert alle Beteiligten sehr, den bisherigen Weg mit großer Zielstrebigkeit und mit größtem Nachdruck weiterzugehen, um den Versicherungsstandort für Wissenschaft und Wirtschaft zu stärken“, sagte Prof. Gatzert in ihrer anschließenden Ansprache. „Ich freue mich sehr, dass Forum V in den vergangenen Jahren in verschiedenen Dimensionen stark gewachsen ist, nicht nur im Hinblick auf seine Fördermitglieder, sondern insbesondere auch durch neue Versicherungsprofessuren mit einem großen inhaltlichen Kompetenzspektrum und einer stark steigenden Zahl an Studierenden im Versicherungsbereich.“ Weitere Informationen finden Sie unter diesem Link.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Prof. Dr. Nadine Gatzert unter Deutschlands „Top 40 unter 40“-Talente aus Gesellschaft und Wissenschaft gewählt
Prof. Dr. Nadine Gatzert, Inhaberin des Lehrstuhls für Versicherungswirtschaft und Risikomanagement an der FAU, wurde von der Wirtschaftszeitschrift „Capital“ unter Deutschlands „Junge Elite – Top 40 unter 40“ in die Kategorie „Gesellschaft und Wissenschaft“ gewählt. „Capital“ kürt seit 2007 jedes Jahr die herausragenden Talente des Landes unter 40 Jahren in den vier Kategorien „Unternehmer“, „Manager“, „Politik und Staat“, „Gesellschaft und Wissenschaft“. Für den Auswahlprozess befragt die Redaktion Manager, Politiker, Spitzenbeamte, Alumni, Personalberater und Professoren, und eine Jury wählt 160 Preisträger aus.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Workshop: A Personal Risk Management Perspective
Im Wintersemester 2017/18 bietet der Lehrstuhl für Versicherungswirtschaft und Risikomanagement einen Workshop zum Thema „A Personal Risk Management Perspective“ (5 ECTS) an. Die Veranstaltung findet im Rahmen einer Wilhelm-Rieger-Gastprofessur statt und wird geleitet von Professorin Patricia Born, Ph.D., Florida State University (USA) in Kooperation mit Dr. Alexander Bohnert. Für weitere Informationen kontaktieren Sie Herrn Dr. Alexander Bohnert (alexander.bohnert{at}fau.de).",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Forschungsorientiertes Praktikum bei internationalen Organisationen für Master FACT und MSE
Studierende in den Mastern FACT und MSE haben künftig die Möglichkeit ein mehrmonatiges forschungsorientiertes Praktikum bei einer internationalen Organisation zu absolvieren. Wünschenswert sind Spezialisierungen in den Bereichen Finance & Insurance und/oder Makroökonomik. Die Staedtler-Stiftung fördert das Praktikum durch ein Teilstipendium. Mit dem Stipendium wird die Bearbeitung eines wissenschaftlichen Projektes verknüpft, dessen Ergebnisse im Rahmen eines Seminars präsentiert werden müssen. Dafür werden 5 ECTS vergeben. Im ersten Durchgang bieten wir insgesamt mindestens zwei Plätze an. Wir kooperieren mit der European Bank for Reconstruction and Development (London, Großbritannien), der International Labor Organization (Genf, Schweiz) und der European Investment Bank (Luxemburg). Interessenten können sich bis zum 19. November 2017 bewerben. Weitere Informationen finden Sie hier und im Rahmen der Informationsveranstaltung im Raum 4.154 am 09.11.2017 von 16:30 bis 17:30 Uhr.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Stellenausschreibung: Wissenschaftliche Mitarbeiterin/Wissenschaftlicher Mitarbeiter
Am Lehrstuhl für Versicherungswirtschaft und Risikomanagement ist eine Stelle als Wissenschaftliche Mitarbeiterin/ Wissenschaftlicher Mitarbeiter ab dem 01.04.2018 oder nach Vereinbarung zu besetzen. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Wir sind aktiv dabei – Versicherungsparcours 2017 – Lehrstuhl für Versicherungswirtschaft und Risikomanagement / Forum V:
Lange Nacht der Wissenschaften am Samstag, 21.10.2017 / 18:00-01:00 Uhr / FAU Findelgasse 7-9, 1. OG:
Nehmen Sie teil an dem Versicherungsparcours des Lehrstuhls für Versicherungswirtschaft und Risikomanagement in Kooperation mit ERGO Direkt Versicherungen, dem Lehrstuhl für BWL, insb. Versicherungsmarketing und Forum V. Erfahren Sie in interessanten und aktiven Mitmach-Aktionen mehr zum Thema „Digitalisierung in der Versicherungswirtschaft“. Lernen Sie unter anderem, wie moderne Medien zur Kommunikation genutzt werden oder wie auf bestimme Versicherungsprodukte bei Werbeanzeigen visuell reagiert wird. Ein attraktives Gewinnspiel rundet das interessante und abwechslungsreiche Programm ab, welches die ERGO Direkt Versicherungen maßgeblich unterstützt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Praxisvortrag der Allianz Vertriebsdirektion Nürnberg am 29.06.2017
Am Donnerstag, den 29.06.2017, findet um 17:30 Uhr im Raum LG 0.423 ein Praxisvortrag der Allianz Vertriebsdirektion Nürnberg zum Thema „Kundenzufriedenheit im Versicherungsvertrieb – Herausforderungen und Antworten des Marktführers“ statt. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"26.04.17 Dr. Alexander Bohnert durch Dr. Michael Munkert-Stiftung ausgezeichnet
Der diesjährige Forschungs-Förderpreis der Dr. Michael Munkert-Stiftung in Höhe von 3.000 Euro geht 2017 an Dr. Alexander Bohnert. Mit dem Preisgeld wird sein Forschungsprojekt zum Thema „The Value of Enterprise Risk Management in the Insurance Industry“ gefördert.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Praxisvortrag der zeb GmbH am 11.05.2017
Am Donnerstag, den 11.05.2017, findet um 18:30 Uhr im Raum LG 2.429 ein Praxisvortrag der zeb GmbH zum Thema „Neue Anforderungen an den Versicherungsvertrieb (IDD) und Karrierewege bei zeb“ statt. Weitere Informationen finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"03.04.17 DFG-Projekt von Prof. Dr. Nadine Gatzert bewilligt
Die DFG fördert ein neues Forschungsprojekt von Prof. Dr. Nadine Gatzert, Inhaberin des Lehrstuhls für Versicherungswirtschaft und Risikomanagement an der FAU, zu dem Thema “Assessing Spillover Effects from the Insurance Industry’s Perspective”. In dem Forschungsprojekt sollen brancheninterne und -übergreifende Spillover-Effekte im Finanzdienstleistungsbereich aufgrund von Reputationsschadenereignissen aus Sicht der Versicherungsbranche analysiert werden. Die adäquate Modellierung dieser Risiken ist nicht nur höchst relevant für das (finanziell) betroffene Einzelunternehmen, sondern auch für Investoren mit Portfolios bestehend aus Aktien von Finanzdienstleistungsunternehmen sowie für mögliche Risikokonzentrationen in Versicherungsportfolios mit Verträgen zur Absicherung von operationellen Risiken und Reputations-Spillover-Risiken.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Prof. Dr. Nadine Gatzert in die Bayerische Akademie der Wissenschaften berufen
Prof. Dr. Nadine Gatzert, Inhaberin des Lehrstuhls für Versicherungswirtschaft und Risikomanagement an der FAU,  ist im Februar 2017 in die Bayerische Akademie der Wissenschaften aufgenommen worden. Zu Mitgliedern können laut Satzung nur diejenigen Wissenschaftlerinnen und Wissenschaftler gewählt werden, deren Leistung „eine wesentliche Erweiterung des Wissensbestandes“ ihres Fachs darstellt. Die Akademie besitzt das Selbstergänzungsrecht, eine Selbstbewerbung ist nicht möglich. Der Akademie gehören damit 198 ordentliche (mit Wohnsitz bzw. Dienstort in Bayern) und 130 korrespondierende Mitglieder an. Die Bayerische Akademie der Wissenschaften ist die größte, forschungsstärkste und eine der ältesten der acht Landesakademien in Deutschland (gegründet 1759). Sie betreibt innovative Langzeitforschung, vernetzt Gelehrte über Fach- und Ländergrenzen hinweg, wirkt mit ihrer wissenschaftlichen Expertise in Politik und Gesellschaft, fördert den wissenschaftlichen Nachwuchs und ist ein Forum für den Dialog zwischen Wissenschaft und Öffentlichkeit.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"16.03.17 Jahrestagung des Deutschen Vereins für Versicherungswissenschaft, Berlin
Maria Alexandrova (M.A.), Felicitas Hoppe (M.Sc.) und Philipp Lechner (M.Sc. FACT) haben im Rahmen der Jahrestagung des Deutschen Vereins für Versicherungswissenschaft im März 2017 in Berlin einem internationalen Fachpublikum drei aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Workshop on Value and Capital Management in Insurance
Im Wintersemester 2016/17 bietet der Lehrstuhl für Versicherungswirtschaft und Risikomanagement einen Workshop zum Thema „Value and Capital Management in Insurance“ (5 ECTS) an. Die Veranstaltung wird geleitet von Herrn Thomas C. Wilson, Ph.D., Chief Risk Officer bei der Allianz SE. Eine Bewerbung ist bis zum 16.11.2016 bei Herrn Dr. Alexander Bohnert unter alexander.bohnert{at}fau.de möglich. Weitere Informationen zur Veranstaltung finden Sie auf StudOn.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"14.10.16 Digital Leadership Forum des ZD.B – Versicherung Digital
Beim 1. Digital Leadership Forum des Zentrum Digitalisierung.Bayern (ZD.B) zum Thema Versicherungen im Allianz Auditorium in München waren Prof. Dr. Nadine Gatzert und Dr. Alexander Bohnert vom Lehrstuhl für Versicherungswirtschaft und Risikomanagement aktiv beteiligt, mit Dr. Bohnert als geladenem ZD.B-Fellow und Fachmoderator in den Expertengesprächen und damit Teil des Kernteams des Forums. Im Mittelpunkt der Expertengespräche stand die Frage, wie sich die Digitalisierung auf die Versicherungswirtschaft auswirkt und welche Handlungsbedarfe sich daraus für Politik, Wirtschaft und Bildung ergeben.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"30.09.16 23rd Annual Meeting of the German Finance Association (DGF), Bonn
 Johanna Eckert (M.Sc. Math.) hat im Rahmen des 23rd Annual Meeting of the German Finance Association (DGF) in Bonn eine aktuelle Forschungsarbeit zum Thema „Risk- and Value-Based Management for Non-Life Insurers under Solvency Constraints“ vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"19.09.16 43rd Seminar of the European Group of Risk and Insurance Economists (EGRIE), Zypern
Christian Eckert (M.Sc. Math.) und Johanna Eckert (M.Sc. Math.) haben im Rahmen des 43rd Seminar of the European Group of Risk and Insurance Economists auf Zypern einem internationalen Fachpublikum zwei aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Interdisziplinärer Praxisworkshop im Master FACT, Marketing, Management & Wirtschaftsingenieurwesen: „Ideenwerkstatt Versicherungen: Von der Idee zum Business-Plan – Entwicklung innovativer Geschäftsmodelle für Versicherungen“
Im Wintersemester 2016/17 bietet der Lehrstuhl für Versicherungswirtschaft und Risikomanagement gemeinsam mit dem Lehrstuhl für Betriebswirtschaft, insbesondere Versicherungsmarketing ein lehrstuhlübergreifendes Seminar zu dem Thema „Ideenwerkstatt Versicherungen: Von der Idee zum Business-Plan – Entwicklung innovativer Geschäftsmodelle für Versicherungen“ (5 ECTS) an. Das Seminar findet in Zusammenarbeit mit der NÜRNBERGER Versicherungsgruppe als Praxispartner statt. Das Ziel des Seminars ist es, Innovationsideen der NÜRNBERGER Versicherung mit einem abgestimmten Absatz- und Marketingkonzept für den deutschen Versicherungsmarkt zu entwickeln, welche den geänderten Kundenbedürfnissen Rechnung tragen. Insbesondere den Anforderungen und Möglichkeiten der Digitalisierung müssen hierbei besondere Aufmerksamkeit zukommen. Aus dem Innovationsmanagement der NÜRNBERGER Versicherung werden den Studierenden dabei Innovationsansätze zur Verfügung gestellt. Die Gruppen treffen daraus eine Auswahl, entwickeln die Ideen weiter und formulieren einen vollständigen Business-Plan.
Teilnehmen können Studierende des Master FACT, des Master Marketing, des Master Management sowie des Master Wirtschaftsingenieurwesen (interdisziplinäre Gruppen). Die Anmeldung sollte bitte bis spätestens 07.10.2016 bei philipp.lechner{at}fau.de oder andreas.musiol{at}fau.de erfolgen. Weitere Informationen zur Veranstaltung finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"07.08.16 Annual Meeting der American Risk and Insurance Association (ARIA), Boston
Dr. Alexander Bohnert und Philipp Lechner (M.Sc. FACT) haben im Rahmen der Jahrestagung der American Risk and Insurance Association (ARIA) in Boston aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement zum Thema „An Empirical Investigation of Drivers and Value of Enterprise Risk Management in European Insurance Companies“ und „Determinants and Value of Enterprise Risk Management: Empirical Evidence from Germany“ vorgestellt.",NA
